artists,duration_ms_x,explicit,id_x,name,popularity,search_query,acousticness,analysis_url,danceability,duration_ms_y,energy,id_y,instrumentalness,key_x,liveness,loudness_x,mode_x,speechiness,tempo_x,time_signature_x,track_href,type,uri,valence,analysis_channels,analysis_sample_rate,duration,end_of_fade_in,id,key_y,key_confidence,loudness_y,mode_y,mode_confidence,num_samples,offset_seconds,sample_md5,start_of_fade_out,tempo_y,tempo_confidence,time_signature_y,time_signature_confidence,window_seconds
Shakira,226893,False,4qknM1pQz53QOyfDVTjcM9,Me Enamoré,74,shakira me enamore,0.193,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,0.74,226893,0.879,4qknM1pQz53QOyfDVTjcM9,8.25e-05,9,0.0928,-2.251,0,0.105,103.71,4,https://api.spotify.com/v1/tracks/4qknM1pQz53QOyfDVTjcM9,audio_features,spotify:track:4qknM1pQz53QOyfDVTjcM9,0.948,1,22050,226.89333,1.01605,4qknM1pQz53QOyfDVTjcM9,9,0.007,-2.251,0,0.147,5002998,0,,224.06676,103.71,0.85,4,1.0,0
"Shakira, Nicky Jam",195213,False,70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),75,shakira perro fiel,0.187,https://api.spotify.com/v1/audio-analysis/70lnL3QaSOIIyMa2X9aVRL,0.75,195213,0.76,70lnL3QaSOIIyMa2X9aVRL,0.0,1,0.0548,-4.836,1,0.198,183.817,4,https://api.spotify.com/v1/tracks/70lnL3QaSOIIyMa2X9aVRL,audio_features,spotify:track:70lnL3QaSOIIyMa2X9aVRL,0.893,1,22050,195.21333,0.19741,70lnL3QaSOIIyMa2X9aVRL,1,0.679,-4.836,1,0.701,4304454,0,,191.93034,183.817,0.237,4,1.0,0
Shawn Mendes,211360,False,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,86,shawn mendes in my blood,0.0573,https://api.spotify.com/v1/audio-analysis/2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,211360,0.712,2QZ7WLBE8h2y1Y5Fb8RYbH,0.0,5,0.13,-7.321,1,0.066,140.025,4,https://api.spotify.com/v1/tracks/2QZ7WLBE8h2y1Y5Fb8RYbH,audio_features,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,0.487,1,22050,211.36,0.23819,2QZ7WLBE8h2y1Y5Fb8RYbH,5,0.035,-7.321,1,0.283,4660488,0,,192.06385,140.025,0.461,4,1.0,0
Shawn Mendes,201200,False,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,84,shawn mendes lost in japan,0.255,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,0.713,201200,0.738,79esEXlqqmq0GPz0xQSZTV,0.0,10,0.106,-6.784,1,0.374,105.027,4,https://api.spotify.com/v1/tracks/79esEXlqqmq0GPz0xQSZTV,audio_features,spotify:track:79esEXlqqmq0GPz0xQSZTV,0.425,1,22050,201.2,0.62077,79esEXlqqmq0GPz0xQSZTV,10,0.0,-6.784,1,0.104,4436460,0,,195.88354,105.027,0.512,4,1.0,0
Shawn Mendes,208733,False,0AS63m1wHv9n4VVRizK6Hc,Mercy,83,shawn mendes mercy,0.125,https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc,0.555,208733,0.662,0AS63m1wHv9n4VVRizK6Hc,0.0,11,0.111,-4.952,0,0.0827,148.128,4,https://api.spotify.com/v1/tracks/0AS63m1wHv9n4VVRizK6Hc,audio_features,spotify:track:0AS63m1wHv9n4VVRizK6Hc,0.356,1,22050,208.73333,0.27161,0AS63m1wHv9n4VVRizK6Hc,11,0.455,-4.952,0,0.521,4602570,0,,194.29878,148.128,0.296,4,1.0,0
Shawn Mendes,199440,False,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,85,shawn mendes there's nothing holdin' me back,0.38,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.866,199440,0.813,7JJmb5XwzOO8jgpou264Ml,0.0,11,0.0779,-4.063,0,0.0554,121.998,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.969,1,22050,199.44,0.238,7JJmb5XwzOO8jgpou264Ml,11,0.0,-4.063,0,0.21,4397652,0,,196.59175,121.998,0.842,4,1.0,0
Shawn Mendes,187973,False,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,85,shawn mendes treat you better,0.106,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,0.444,187973,0.819,3QGsuHI8jO1Rx4JWLUh9jd,0.0,10,0.107,-4.078,0,0.341,82.695,4,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,audio_features,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.747,1,22050,187.97333,0.25029,3QGsuHI8jO1Rx4JWLUh9jd,10,0.178,-4.078,0,0.43,4144812,0,,184.76698,82.695,0.136,4,1.0,0
"Shawn Mendes, Khalid",190866,False,1h0yImRPIVAjhhHeNVlTuC,Youth (feat. Khalid),80,shawn mendes youth,0.56,https://api.spotify.com/v1/audio-analysis/1h0yImRPIVAjhhHeNVlTuC,0.534,190867,0.596,1h0yImRPIVAjhhHeNVlTuC,0.0,6,0.133,-6.653,0,0.117,100.121,4,https://api.spotify.com/v1/tracks/1h0yImRPIVAjhhHeNVlTuC,audio_features,spotify:track:1h0yImRPIVAjhhHeNVlTuC,0.324,1,22050,190.86667,0.0,1h0yImRPIVAjhhHeNVlTuC,6,0.44,-6.653,0,0.608,4208610,0,,185.67256,100.121,0.26,4,1.0,0
Sia,211666,False,3S4px9f4lceWdKf0gWciFu,Cheap Thrills,73,sia cheap thrills,0.0472,https://api.spotify.com/v1/audio-analysis/3S4px9f4lceWdKf0gWciFu,0.628,211667,0.698,3S4px9f4lceWdKf0gWciFu,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,https://api.spotify.com/v1/tracks/3S4px9f4lceWdKf0gWciFu,audio_features,spotify:track:3S4px9f4lceWdKf0gWciFu,0.732,1,22050,211.66667,0.21469,3S4px9f4lceWdKf0gWciFu,6,0.448,-5.608,0,0.68,4667250,0,,201.82785,89.976,0.001,4,1.0,0
Sia,252320,False,4S6fv0puLCsfYjyBTPDb9k,Helium,71,sia helium,0.51,https://api.spotify.com/v1/audio-analysis/4S6fv0puLCsfYjyBTPDb9k,0.435,252320,0.401,4S6fv0puLCsfYjyBTPDb9k,0.0,4,0.077,-6.721,1,0.0301,136.837,4,https://api.spotify.com/v1/tracks/4S6fv0puLCsfYjyBTPDb9k,audio_features,spotify:track:4S6fv0puLCsfYjyBTPDb9k,0.133,1,22050,252.32,3.27982,4S6fv0puLCsfYjyBTPDb9k,4,0.619,-6.721,1,0.618,5563656,0,,241.94612,136.837,0.251,4,0.917,0
"Sia, Kendrick Lamar",210226,False,7xHWNBFm6ObGEQPaUxHuKO,The Greatest,77,sia the greatest,0.0102,https://api.spotify.com/v1/audio-analysis/7xHWNBFm6ObGEQPaUxHuKO,0.668,210227,0.725,7xHWNBFm6ObGEQPaUxHuKO,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,https://api.spotify.com/v1/tracks/7xHWNBFm6ObGEQPaUxHuKO,audio_features,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,0.729,1,22050,210.22667,0.0,7xHWNBFm6ObGEQPaUxHuKO,1,0.039,-6.127,1,0.18,4635498,0,,189.50385,191.944,0.256,4,1.0,0
"Sofi Tukker, NERVO, The Knocks, ALISA UENO",184880,True,6twQJ2KMwNzODCY0HzXP2E,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",68,sofi tukker best friend,0.0109,https://api.spotify.com/v1/audio-analysis/6twQJ2KMwNzODCY0HzXP2E,0.699,184880,0.7,6twQJ2KMwNzODCY0HzXP2E,0.0794,11,0.152,-5.704,1,0.0392,102.023,4,https://api.spotify.com/v1/tracks/6twQJ2KMwNzODCY0HzXP2E,audio_features,spotify:track:6twQJ2KMwNzODCY0HzXP2E,0.3,1,22050,184.88,0.1742,6twQJ2KMwNzODCY0HzXP2E,11,0.871,-5.704,1,0.538,4076604,0,,178.81107,102.023,0.75,4,0.98,0
"Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",193792,False,1rM0CnyUiiw6A9CHJRXjZA,Chillin' Like a Villain,63,"sofia carson, cameron boyce, booboo stewart chillin' like a villain",0.0374,https://api.spotify.com/v1/audio-analysis/1rM0CnyUiiw6A9CHJRXjZA,0.676,193792,0.776,1rM0CnyUiiw6A9CHJRXjZA,0.0,8,0.226,-6.629,1,0.0908,113.92,4,https://api.spotify.com/v1/tracks/1rM0CnyUiiw6A9CHJRXjZA,audio_features,spotify:track:1rM0CnyUiiw6A9CHJRXjZA,0.792,1,22050,193.79202,0.11592,1rM0CnyUiiw6A9CHJRXjZA,8,0.333,-6.629,1,0.449,4273114,0,,189.08009,113.92,0.794,4,1.0,0
"Starley, Ryan Riback",222040,False,2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,69,starley call on me,0.0604,https://api.spotify.com/v1/audio-analysis/2L6orAlH8tBhiFTumIfMyF,0.67,222041,0.838,2L6orAlH8tBhiFTumIfMyF,0.000611,0,0.159,-4.031,1,0.0362,104.998,4,https://api.spotify.com/v1/tracks/2L6orAlH8tBhiFTumIfMyF,audio_features,spotify:track:2L6orAlH8tBhiFTumIfMyF,0.717,1,22050,222.04086,0.0,2L6orAlH8tBhiFTumIfMyF,0,0.131,-4.031,1,0.369,4896001,0,,217.80898,104.998,0.768,4,1.0,0
"Sugarland, Taylor Swift",215106,False,7fRruZ12gXGwBs0zXQ6e5V,Babe,66,sugarland babe,0.0187,https://api.spotify.com/v1/audio-analysis/7fRruZ12gXGwBs0zXQ6e5V,0.535,215107,0.777,7fRruZ12gXGwBs0zXQ6e5V,1.62e-06,4,0.136,-3.292,1,0.207,171.72,4,https://api.spotify.com/v1/tracks/7fRruZ12gXGwBs0zXQ6e5V,audio_features,spotify:track:7fRruZ12gXGwBs0zXQ6e5V,0.664,1,22050,215.10667,0.21474,7fRruZ12gXGwBs0zXQ6e5V,4,0.0,-3.292,1,0.14,4743102,0,,210.1522,171.72,0.332,4,0.996,0
"Rae Sremmurd, Swae Lee, Slim Jxmmi",256341,True,0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,78,swae lee guatemala,0.185,https://api.spotify.com/v1/audio-analysis/0TCnOEVeLQMXOUrpPlM7uY,0.849,256341,0.699,0TCnOEVeLQMXOUrpPlM7uY,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,https://api.spotify.com/v1/tracks/0TCnOEVeLQMXOUrpPlM7uY,audio_features,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,0.0778,1,22050,256.34132,0.0,0TCnOEVeLQMXOUrpPlM7uY,4,0.617,-5.193,0,0.269,5652326,0,,254.20626,100.989,0.82,4,1.0,0
Tank,309120,True,2HWelwHQS4EdRqIycZOc3O,When We,66,tank when we,0.165,https://api.spotify.com/v1/audio-analysis/2HWelwHQS4EdRqIycZOc3O,0.635,309120,0.324,2HWelwHQS4EdRqIycZOc3O,4.18e-06,6,0.108,-9.51,0,0.0769,117.863,4,https://api.spotify.com/v1/tracks/2HWelwHQS4EdRqIycZOc3O,audio_features,spotify:track:2HWelwHQS4EdRqIycZOc3O,0.0741,1,22050,309.12,0.0,2HWelwHQS4EdRqIycZOc3O,6,0.202,-9.51,0,0.396,6816096,0,,302.50376,117.863,0.667,4,1.0,0
Tay-K,140000,True,3wGXyJGsCf1myH5MooQIqE,The Race,75,tay-k the race,0.00266,https://api.spotify.com/v1/audio-analysis/3wGXyJGsCf1myH5MooQIqE,0.766,140000,0.606,3wGXyJGsCf1myH5MooQIqE,0.0,9,0.166,-6.064,1,0.456,160.223,4,https://api.spotify.com/v1/tracks/3wGXyJGsCf1myH5MooQIqE,audio_features,spotify:track:3wGXyJGsCf1myH5MooQIqE,0.352,1,22050,140.0,0.0,3wGXyJGsCf1myH5MooQIqE,9,0.453,-6.064,1,0.402,3087000,0,,133.13161,160.223,0.47,4,0.805,0
Taylor Swift,208186,False,2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,72,taylor swift ...ready for it?,0.0527,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,0.613,208187,0.764,2yLa0QULdQr0qAIvVwN6B5,0.0,2,0.197,-6.509,1,0.136,160.015,4,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,audio_features,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.417,1,22050,208.18667,0.17438,2yLa0QULdQr0qAIvVwN6B5,2,0.327,-6.509,1,0.396,4590516,0,,203.80154,160.015,0.156,4,0.996,0
Taylor Swift,203506,False,1GwMQaZz6Au3QLDbjbMdme,Call It What You Want,67,taylor swift call it what you want,0.186,https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme,0.598,203507,0.504,1GwMQaZz6Au3QLDbjbMdme,0.000221,9,0.34,-9.874,1,0.0731,163.954,4,https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme,audio_features,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.252,1,22050,203.50667,0.22639,1GwMQaZz6Au3QLDbjbMdme,9,0.146,-9.874,1,0.238,4487322,0,,198.12426,163.954,0.272,4,1.0,0
Taylor Swift,232253,False,6NFyWDv5CjfwuzoCkw47Xf,Delicate,79,taylor swift delicate,0.216,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,0.75,232253,0.404,6NFyWDv5CjfwuzoCkw47Xf,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,audio_features,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.0499,1,22050,232.25333,0.20916,6NFyWDv5CjfwuzoCkw47Xf,9,0.23,-10.178,0,0.279,5121186,0,,223.46304,95.045,0.328,4,1.0,0
"Taylor Swift, Ed Sheeran, Future",244826,False,2x0WlnmfG39ZuDmstl9xfX,End Game,73,taylor swift end game,0.00845,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,0.649,244827,0.589,2x0WlnmfG39ZuDmstl9xfX,0.0,2,0.108,-6.237,1,0.0558,159.073,4,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,audio_features,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.151,1,22050,244.82667,0.09873,2x0WlnmfG39ZuDmstl9xfX,2,0.491,-6.237,1,0.316,5398428,0,,241.23791,159.073,0.103,4,1.0,0
Taylor Swift,209680,False,1ZY1PqizIl78geGM4xWlEA,Gorgeous,70,taylor swift gorgeous,0.0713,https://api.spotify.com/v1/audio-analysis/1ZY1PqizIl78geGM4xWlEA,0.8,209680,0.535,1ZY1PqizIl78geGM4xWlEA,9.48e-06,7,0.213,-6.684,1,0.135,92.027,4,https://api.spotify.com/v1/tracks/1ZY1PqizIl78geGM4xWlEA,audio_features,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.451,1,22050,209.68,0.31347,1ZY1PqizIl78geGM4xWlEA,7,0.204,-6.684,1,0.518,4623444,0,,201.96717,92.027,0.148,4,1.0,0
Taylor Swift,211853,False,1JbR9RDP3ogVNEWFgNXAjh,Look What You Made Me Do,77,taylor swift look what you made me do,0.204,https://api.spotify.com/v1/audio-analysis/1JbR9RDP3ogVNEWFgNXAjh,0.766,211853,0.709,1JbR9RDP3ogVNEWFgNXAjh,1.41e-05,9,0.126,-6.471,0,0.123,128.07,4,https://api.spotify.com/v1/tracks/1JbR9RDP3ogVNEWFgNXAjh,audio_features,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,0.506,1,22050,211.85333,0.34884,1JbR9RDP3ogVNEWFgNXAjh,9,0.699,-6.471,0,0.625,4671366,0,,209.84454,128.07,0.814,4,0.979,0
Tee Grizzley,254693,True,3muBQDekYAg7jm6hDu6R0Z,First Day Out,74,tee grizzley first day out,0.171,https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z,0.587,254694,0.711,3muBQDekYAg7jm6hDu6R0Z,0.0,1,0.125,-6.33,1,0.42,98.008,4,https://api.spotify.com/v1/tracks/3muBQDekYAg7jm6hDu6R0Z,audio_features,spotify:track:3muBQDekYAg7jm6hDu6R0Z,0.381,1,22050,254.69388,0.0,3muBQDekYAg7jm6hDu6R0Z,1,0.722,-6.33,1,0.764,5616000,0,,243.83274,98.008,0.41,4,0.937,0
The Carters,264853,False,0B08s1tLWCXoFmGP0vIubM,APES**T,48,the carters apes**t,0.016,https://api.spotify.com/v1/audio-analysis/0B08s1tLWCXoFmGP0vIubM,0.698,264853,0.783,0B08s1tLWCXoFmGP0vIubM,0.0,2,0.176,-6.503,1,0.266,160.034,4,https://api.spotify.com/v1/tracks/0B08s1tLWCXoFmGP0vIubM,audio_features,spotify:track:0B08s1tLWCXoFmGP0vIubM,0.378,1,22050,264.85333,0.16376,0B08s1tLWCXoFmGP0vIubM,2,0.246,-6.503,1,0.24,5840016,0,,264.85333,160.034,0.812,4,1.0,0
The Carters,244133,True,4F8V44j8cbjHnXjfW2HruU,BOSS,58,the carters boss,0.187,https://api.spotify.com/v1/audio-analysis/4F8V44j8cbjHnXjfW2HruU,0.813,244133,0.488,4F8V44j8cbjHnXjfW2HruU,0.000132,11,0.231,-7.737,0,0.257,139.983,4,https://api.spotify.com/v1/tracks/4F8V44j8cbjHnXjfW2HruU,audio_features,spotify:track:4F8V44j8cbjHnXjfW2HruU,0.688,1,22050,244.13333,0.16367,4F8V44j8cbjHnXjfW2HruU,11,0.22,-7.737,0,0.366,5383140,0,,242.11447,139.983,0.713,4,1.0,0
The Carters,344293,True,0gu5B9dUOiLezdDjrLPCCV,FRIENDS,57,the carters friends,0.137,https://api.spotify.com/v1/audio-analysis/0gu5B9dUOiLezdDjrLPCCV,0.75,344293,0.573,0gu5B9dUOiLezdDjrLPCCV,1.89e-05,10,0.133,-8.391,0,0.0779,143.948,4,https://api.spotify.com/v1/tracks/0gu5B9dUOiLezdDjrLPCCV,audio_features,spotify:track:0gu5B9dUOiLezdDjrLPCCV,0.303,1,22050,344.29333,0.21469,0gu5B9dUOiLezdDjrLPCCV,10,0.511,-8.391,0,0.551,7591668,0,,337.47882,143.948,0.434,4,1.0,0
The Carters,233680,True,44lusH2vzc4sRAwsooRhPh,NICE,59,the carters nice,0.092,https://api.spotify.com/v1/audio-analysis/44lusH2vzc4sRAwsooRhPh,0.912,233680,0.533,44lusH2vzc4sRAwsooRhPh,1.48e-06,1,0.174,-5.587,1,0.0618,119.922,4,https://api.spotify.com/v1/tracks/44lusH2vzc4sRAwsooRhPh,audio_features,spotify:track:44lusH2vzc4sRAwsooRhPh,0.208,1,22050,233.68,2.39166,44lusH2vzc4sRAwsooRhPh,1,0.558,-5.587,1,0.552,5152644,0,,228.93714,119.922,0.368,4,0.84,0
The Carters,285200,False,54vcvhmByc2BC4k9JDcQrj,SUMMER,54,the carters summer,0.113,https://api.spotify.com/v1/audio-analysis/54vcvhmByc2BC4k9JDcQrj,0.596,285200,0.565,54vcvhmByc2BC4k9JDcQrj,1.27e-05,10,0.323,-6.389,1,0.069,135.328,4,https://api.spotify.com/v1/tracks/54vcvhmByc2BC4k9JDcQrj,audio_features,spotify:track:54vcvhmByc2BC4k9JDcQrj,0.539,1,22050,285.2,0.23701,54vcvhmByc2BC4k9JDcQrj,10,0.0,-6.389,1,0.044,6288660,0,,279.89333,135.328,0.393,4,0.944,0
"The Chainsmokers, Halsey",244960,False,7BKLCZ1jbUBVqRi2FVlTVw,Closer,86,the chainsmokers closer,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661,1,22050,244.96,0.17914,7BKLCZ1jbUBVqRi2FVlTVw,8,0.643,-5.599,1,0.618,5401368,0,,231.20109,95.01,0.314,4,1.0,0
"The Chainsmokers, Daya",208373,False,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,81,the chainsmokers don't let me down,0.157,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,0.532,208373,0.869,1i1fxkWeaMmKEB4T7zqbzK,0.00508,11,0.136,-5.094,1,0.172,159.803,4,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.422,1,22050,208.37333,0.1859,1i1fxkWeaMmKEB4T7zqbzK,11,0.282,-5.094,1,0.385,4594632,0,,196.78331,159.803,0.203,4,1.0,0
The Chainsmokers,223466,False,6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,72,the chainsmokers everybody hates me,0.00703,https://api.spotify.com/v1/audio-analysis/6ufrOaf4v6Qady6GiIpQ0s,0.475,223467,0.752,6ufrOaf4v6Qady6GiIpQ0s,0.0,11,0.406,-6.596,0,0.0467,154.957,4,https://api.spotify.com/v1/tracks/6ufrOaf4v6Qady6GiIpQ0s,audio_features,spotify:track:6ufrOaf4v6Qady6GiIpQ0s,0.515,1,22050,223.46667,0.07542,6ufrOaf4v6Qady6GiIpQ0s,11,0.625,-6.596,0,0.761,4927440,0,,217.04853,154.957,0.409,4,0.952,0
The Chainsmokers,208000,False,6KjbNLbRjuoa8rEq5yNA6H,Honest,65,the chainsmokers honest,0.0121,https://api.spotify.com/v1/audio-analysis/6KjbNLbRjuoa8rEq5yNA6H,0.673,208000,0.514,6KjbNLbRjuoa8rEq5yNA6H,8.5e-05,0,0.385,-10.772,0,0.0465,100.035,4,https://api.spotify.com/v1/tracks/6KjbNLbRjuoa8rEq5yNA6H,audio_features,spotify:track:6KjbNLbRjuoa8rEq5yNA6H,0.312,1,22050,208.0,0.2146,6KjbNLbRjuoa8rEq5yNA6H,0,0.336,-10.772,0,0.498,4586400,0,,197.65986,100.035,0.248,4,1.0,0
The Chainsmokers,221520,False,15vzANxN8G9wWfwAJLLMCg,Paris,78,the chainsmokers paris,0.0243,https://api.spotify.com/v1/audio-analysis/15vzANxN8G9wWfwAJLLMCg,0.646,221520,0.644,15vzANxN8G9wWfwAJLLMCg,0.0,2,0.0888,-6.763,1,0.031,99.999,4,https://api.spotify.com/v1/tracks/15vzANxN8G9wWfwAJLLMCg,audio_features,spotify:track:15vzANxN8G9wWfwAJLLMCg,0.251,1,22050,221.52,0.2327,15vzANxN8G9wWfwAJLLMCg,2,0.419,-6.763,1,0.553,4884516,0,,200.62621,99.999,0.187,4,1.0,0
"The Chainsmokers, Kelsea Ballerini",197946,False,4NBTZtAt1F13VvlSKe6KTl,This Feeling,87,the chainsmokers sick boy,0.0558,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,0.575,197947,0.571,4NBTZtAt1F13VvlSKe6KTl,0.0,1,0.0912,-7.906,1,0.0439,105.049,4,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,audio_features,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.449,1,22050,197.94667,0.22059,4NBTZtAt1F13VvlSKe6KTl,1,0.384,-7.906,1,0.519,4364724,0,,189.63737,105.049,0.336,4,1.0,0
"The Chainsmokers, Coldplay",247160,False,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,83,the chainsmokers something just like this,0.0498,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,0.617,247160,0.635,6RUKPb4LETWmmr3iAEQktW,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,4,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,audio_features,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.446,1,22050,247.16,0.23791,6RUKPb4LETWmmr3iAEQktW,11,0.168,-6.769,0,0.434,5449878,0,,232.16472,103.019,0.37,4,1.0,0
The Chainsmokers,177573,True,0wfbD5rAksdXUzRvMfM3x5,The One,66,the chainsmokers the one,0.238,https://api.spotify.com/v1/audio-analysis/0wfbD5rAksdXUzRvMfM3x5,0.76,177573,0.303,0wfbD5rAksdXUzRvMfM3x5,8.09e-06,2,0.294,-11.362,1,0.0284,99.991,4,https://api.spotify.com/v1/tracks/0wfbD5rAksdXUzRvMfM3x5,audio_features,spotify:track:0wfbD5rAksdXUzRvMfM3x5,0.15,1,22050,177.57333,0.28449,0wfbD5rAksdXUzRvMfM3x5,2,0.479,-11.362,1,0.616,3915492,0,,166.23166,99.991,0.424,4,0.993,0
The Revivalists,274093,False,2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,71,the revivalists wish i knew you,0.13,https://api.spotify.com/v1/audio-analysis/2EWpa5XnAuSn0sIkSSIhYk,0.651,274093,0.716,2EWpa5XnAuSn0sIkSSIhYk,0.0616,0,0.125,-6.516,0,0.0258,101.05,4,https://api.spotify.com/v1/tracks/2EWpa5XnAuSn0sIkSSIhYk,audio_features,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,0.722,1,22050,274.09333,0.0,2EWpa5XnAuSn0sIkSSIhYk,0,0.715,-6.516,0,0.685,6043758,0,,266.87855,101.05,0.463,4,1.0,0
The Weeknd,228373,False,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,82,the weeknd call out my name,0.211,https://api.spotify.com/v1/audio-analysis/4MPTj8lMMvxLwT3EwuXFop,0.449,228373,0.599,4MPTj8lMMvxLwT3EwuXFop,0.0,1,0.327,-4.892,1,0.0369,134.144,3,https://api.spotify.com/v1/tracks/4MPTj8lMMvxLwT3EwuXFop,audio_features,spotify:track:4MPTj8lMMvxLwT3EwuXFop,0.165,1,22050,228.37333,0.0,4MPTj8lMMvxLwT3EwuXFop,1,0.403,-4.892,1,0.347,5035632,0,,224.17705,134.144,0.392,3,1.0,0
"The Weeknd, Gesaffelstein",230026,True,13wNEvWmBsWaWVtiLPRIW5,Hurt You,73,the weeknd hurt you,0.3,https://api.spotify.com/v1/audio-analysis/13wNEvWmBsWaWVtiLPRIW5,0.484,230027,0.716,13wNEvWmBsWaWVtiLPRIW5,0.00214,5,0.112,-7.193,0,0.167,184.131,4,https://api.spotify.com/v1/tracks/13wNEvWmBsWaWVtiLPRIW5,audio_features,spotify:track:13wNEvWmBsWaWVtiLPRIW5,0.365,1,22050,230.02667,0.0,13wNEvWmBsWaWVtiLPRIW5,5,0.468,-7.193,0,0.571,5072088,0,,216.02104,184.131,0.368,4,1.0,0
"The Weeknd, Daft Punk",269186,False,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,81,the weeknd i feel it coming,0.426,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,0.773,269187,0.819,3dhjNA0jGA8vHBQ1VdD6vV,0.0,0,0.0679,-5.946,0,0.118,92.99,4,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,audio_features,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.585,1,22050,269.18667,0.19778,3dhjNA0jGA8vHBQ1VdD6vV,0,0.348,-5.946,0,0.557,5935566,0,,248.34322,92.99,0.518,4,1.0,0
